"Year","Date","Station","Survey","SurveyRep","SurveyCode","Index","TimeStart","DWRStationNo","TowDuration","Region","Depth","ECSurfacePreTow","ECBottomPreTow","Temperature","Secchi","Chl_a","MeterDiff","Volume","ACARTELA","ACARTIA","DIAPTOM","EURYTEM","OTHCALAD","PDIAPFOR","PDIAPMAR","SINOCAL","TORTANUS","ALLCALADULTS","AVERNAL","LIMNOSPP","LIMNOSINE","LIMNOTET","OITHDAV","OITHSIM","OITHSPP","OTHCYCAD","ALLCYCADULTS","HARPACT","CALJUV","EURYJUV","OTHCALJUV","PDIAPJUV","SINOCALJUV","ASINEJUV","ACARJUV","DIAPTJUV","TORTJUV","ALLCALJUV","CYCJUV","LIMNOJUV","OITHJUV","OTHCYCJUV","ALLCYCJUV","COPNAUP","EURYNAUP","OTHCOPNAUP","PDIAPNAUP","SINONAUP","ALLCOPNAUP","BOSMINA","DAPHNIA","DIAPHAN","OTHCLADO","ALLCLADOCERA","ASPLANCH","KERATELA","OTHROT","POLYARTH","SYNCH","SYNCHBIC","TRICHO","BARNNAUP","CRABZOEA","TowDuration.y","Depth.y","ECSurfacePreTow.y","ECBottomPreTow.y","Temperature.y","Secchi.y","Chl_a.y","Acanthomysis.aspera","Acanthomysis.hwanhaiensis","Alienacanthomysis.macropsis","Deltamysis.holmquistae","Hyperacanthomysis.longirostris","Neomysis.kadiakensis","Neomysis.mercedis","Unidentified.mysid","Month","Lat","Lon","NJ_BPUV","JA_BPUV","JAC_BPUV","NJAC_BPUV","AC_BPUV","M_BPUV","JACM_BPUV","NJACM_BPUV","ACM_BPUV"
1983,1983-08-12,"NZD28",8,1,19830801,1,NA,"D28A",10,"South",NA,156,NA,24.1,46,22,1815,7.943937955,NA,0,0,0,0,NA,NA,7733.4,NA,7733.4,0,0,NA,NA,0,0,NA,0,0,0,755.3,NA,NA,NA,NA,NA,NA,NA,NA,755.3,2537.8,NA,NA,NA,2537.8,75.5,NA,NA,NA,NA,75.5,2719.1,0,1510.6,0,4229.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,156,NA,24.1,46,22,NA,NA,NA,0,NA,0,0,NA,"August",37.98277778,-121.5772222,830.8,8488.7,12718.4,12793.9,11963.1,0,12718.4,12793.9,11963.1
1983,1983-08-15,"NZ074",8,1,19830801,1,NA,"D12",10,"West",NA,166,NA,23.8,40,NA,1631,7.138602097,NA,0,0,0,0,NA,NA,6693.5,NA,6693.5,0,111.8,NA,NA,0,0,NA,1882.7,1994.5,0,420.3,NA,NA,NA,NA,NA,NA,NA,NA,420.3,470.7,NA,NA,NA,470.7,28,NA,NA,NA,NA,28,11767,0,1400.8,0,13167.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,166,NA,23.8,40,NA,NA,NA,NA,0,NA,0,0.77,NA,"August",38.02222222,-121.8036111,448.3,7225.6,20393.4,20421.4,19973.1,0.77,20394.17,20422.17,19973.87
1983,1983-08-15,"NZ080",8,1,19830801,1,NA,NA,10,"South",NA,139,NA,23.7,52,9.4,1583,6.928514481,NA,0,0,0,0,NA,NA,9852,NA,9852,0,0,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,5888.7,0,577.3,577.3,7043.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,139,NA,23.7,52,9.4,NA,NA,NA,0,NA,0,0.15,NA,"August",38.07333333,-121.6766667,0,9852,16895.3,16895.3,16895.3,0.15,16895.45,16895.45,16895.45
1983,1983-08-15,"NZ086",8,1,19830801,1,NA,"D26",10,"South",NA,149,NA,23.6,80,6,1657,7.252399555,NA,0,0,0,0,NA,NA,0,NA,0,0,17.4,NA,NA,0,0,NA,440.1,457.6,0,393,NA,NA,NA,NA,NA,NA,NA,NA,393,220.1,NA,NA,NA,220.1,26.2,NA,NA,NA,NA,26.2,1964.9,0,262,0,2226.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,149,NA,23.6,80,6,NA,NA,NA,0,NA,0,0.03,NA,"August",38.07777778,-121.5702778,419.2,410.4,2637.3,2663.5,2244.3,0.03,2637.33,2663.53,2244.33
1983,1983-08-15,"NZ092",8,1,19830801,1,NA,"P8",10,"South",NA,338,NA,26.2,31,8.6,1607,7.033558289,NA,0,28.4,0,0,NA,NA,0,NA,28.4,29.9,0.2,NA,NA,0,0,NA,543.4,573.5,7.1,10.7,NA,NA,NA,NA,NA,NA,NA,NA,10.7,815.1,NA,NA,NA,815.1,1.1,NA,NA,NA,NA,1.1,6.4,0,39.1,19.5,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,338,NA,26.2,31,8.6,NA,NA,NA,0,NA,0,0.11,NA,"August",37.97833333,-121.3819444,11.8,40.8,105.8,106.9,95.1,0.11,105.91,107.01,95.21
1983,1983-08-15,"NZM10",8,1,19830801,1,NA,"MD10A",10,"South",NA,238,NA,27.3,51,NA,1669,7.304921459,NA,0,0,0,0,NA,NA,934.4,NA,934.4,0,0,NA,NA,0,0,NA,184,184,0,2710.5,NA,NA,NA,NA,NA,NA,NA,NA,2710.5,1563.9,NA,NA,NA,1563.9,43.8,NA,NA,NA,NA,43.8,6702.3,0,2299.8,54.8,9056.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,238,NA,27.3,51,NA,NA,NA,NA,0,NA,0,0,NA,"August",38.04361111,-121.4263889,2754.3,3644.9,12701.8,12745.6,9991.3,0,12701.8,12745.6,9991.3
1983,1983-08-16,"NZ028",8,1,19830801,1,NA,"D7",10,"West",NA,1995,2080,23.5,22,3.7,1687,7.383704314,NA,0,0,4342.1,0,NA,NA,1317.4,NA,5659.4,0,0,NA,NA,0,0,NA,0,0,0,8298.7,NA,NA,NA,NA,NA,NA,NA,NA,8298.7,216.2,NA,NA,NA,216.2,77.2,NA,NA,NA,NA,77.2,926.4,0,128.7,0,1055,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1995,2080,23.5,22,3.7,NA,NA,NA,0,NA,0,2.98,NA,"August",38.11722222,-122.0472222,8375.9,13958.2,15013.3,15090.5,6714.6,2.98,15016.28,15093.48,6717.58
1983,1983-08-16,"NZ032",8,1,19830801,1,NA,"NZ032",10,"West",NA,1560,NA,24.2,16,4,1707,7.471240821,NA,0,0,0,0,NA,NA,16080,NA,16080,0,7.1,NA,NA,0,0,NA,0,7.1,0,7789.9,NA,NA,NA,NA,NA,NA,NA,NA,7789.9,0,NA,NA,NA,0,10.7,NA,NA,NA,NA,10.7,481.8,0,1231.4,0,1713.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1560,NA,24.2,16,4,NA,NA,NA,0,NA,0,8.92,NA,"August",38.17027778,-122.0208333,7800.6,23877,25590.2,25600.9,17800.3,8.92,25599.12,25609.82,17809.22
1983,1983-08-16,"NZS42",8,1,19830801,1,NA,"NZS42",10,"West",NA,1431,NA,24.7,16,4.5,1570,6.871615752,NA,0,0,178.6,0,NA,NA,12814.4,NA,12993,195.6,0,NA,NA,0,0,NA,0,195.6,0,3929.2,NA,NA,NA,NA,NA,NA,NA,NA,3929.2,97.8,NA,NA,NA,97.8,0,NA,NA,NA,NA,0,1309.7,0,320.2,0,1629.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1431,NA,24.7,16,4.5,NA,NA,NA,0,NA,0,1.27,NA,"August",38.18055556,-122.0472222,3929.2,17117.8,18747.7,18747.7,14818.5,1.27,18748.97,18748.97,14819.77
1983,1983-08-17,"NZ042",8,1,19830801,1,NA,NA,10,"Far West",NA,5830,7490,22.2,35,3,1932,8.456026518,NA,2011.4,0,3591.9,0,NA,NA,0,NA,5603.3,0,0,NA,NA,0,0,NA,0,0,141.9,2873.7,NA,NA,NA,NA,NA,NA,NA,NA,2873.7,0,NA,NA,NA,0,152.6,NA,NA,NA,NA,152.6,1128.2,0,283.8,35.5,1447.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,5830,7490,22.2,35,3,NA,NA,NA,0,NA,0,8.97,NA,"August",38.04916667,-122.0922222,3026.3,6465.6,7913.1,8065.7,5039.4,8.97,7922.07,8074.67,5048.37
1983,1983-08-17,"NZ048",8,1,19830801,1,NA,"D8",10,"West",NA,572,624,23,31,3.2,1786,7.817010021,NA,0,0,0,0,NA,NA,20957.4,NA,20957.4,0,17,NA,NA,0,0,NA,0,17,0,4797.2,NA,NA,NA,NA,NA,NA,NA,NA,4797.2,429.8,NA,NA,NA,429.8,25.6,NA,NA,NA,NA,25.6,8596.6,0,895.5,0,9492.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,572,624,23,31,3.2,NA,NA,NA,0,NA,0,15.91,NA,"August",38.06,-121.9958333,4822.8,25771.6,35263.7,35289.3,30466.5,15.91,35279.61,35305.21,30482.41
1983,1983-08-17,"NZ054",8,1,19830801,1,NA,"D10",10,"West",NA,227,NA,23.3,36,3.2,1720,7.52813955,NA,0,0,0,0,NA,NA,7616.5,NA,7616.5,267.8,10.6,NA,NA,0,0,NA,267.8,546.2,79.7,2032.4,NA,NA,NA,NA,NA,NA,NA,NA,2032.4,267.8,NA,NA,NA,267.8,47.8,NA,NA,NA,NA,47.8,8703.3,0,318.8,0,9022.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,227,NA,23.3,36,3.2,NA,NA,NA,0,NA,0,1.34,NA,"August",38.04583333,-121.9063889,2080.2,9927.3,18949.4,18997.2,16917,1.34,18950.74,18998.54,16918.34
1983,1983-08-17,"NZ060",8,1,19830801,1,NA,"D4",10,"West",NA,153,NA,23.4,56,3.2,1744,7.633183358,NA,0,0,0,0,NA,NA,6706.9,NA,6706.9,0,0,NA,NA,0,0,NA,0,0,0,294.8,NA,NA,NA,NA,NA,NA,NA,NA,294.8,0,NA,NA,NA,0,19.7,NA,NA,NA,NA,19.7,36433,0,982.6,0,37415.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,153,NA,23.4,56,3.2,NA,NA,NA,0,NA,0,0.44,NA,"August",38.06444444,-121.8288889,314.5,7001.7,44417.3,44437,44122.5,0.44,44417.74,44437.44,44122.94
1983,1983-08-26,"NZD28",8,2,19830802,1,NA,"D28A",10,"South",NA,170,NA,22.7,49,3.3,1557,6.814717023,NA,0,0,0,0,NA,NA,1803,NA,1803,0,0,NA,NA,0,0,NA,98.6,98.6,29.3,1320.7,NA,NA,NA,NA,NA,NA,NA,NA,1320.7,641,NA,NA,NA,641,14.7,NA,NA,NA,NA,14.7,5388.3,0,146.7,29.3,5564.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,170,NA,22.7,49,3.3,NA,NA,NA,0,NA,0,0.01,NA,"August",37.98277778,-121.5772222,1335.4,3123.7,8688,8702.7,7367.3,0.01,8688.01,8702.71,7367.31
1983,1983-08-29,"NZ064",8,2,19830802,1,NA,"D22",10,"North",NA,136,NA,20.1,62,0.9,1776,7.773241768,NA,0,0,0,0,NA,NA,6432.4,NA,6432.4,0,0,NA,NA,0,0,NA,21.6,21.6,0,270.2,NA,NA,NA,NA,NA,NA,NA,NA,270.2,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,77.2,0,6.4,0,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,136,NA,20.1,62,0.9,NA,NA,NA,0,NA,0,0.47,NA,"August",38.08472222,-121.7380556,270.2,6702.6,6786.2,6786.2,6516,0.47,6786.67,6786.67,6516.47
1983,1983-08-30,"NZ074",8,2,19830802,1,NA,"D12",10,"West",NA,151,NA,21.5,45,3.2,1744,7.633183358,NA,0,0,0,117.9,NA,NA,7377.6,NA,7495.5,0,0,NA,NA,0,0,NA,0,0,0,1709.6,NA,NA,NA,NA,NA,NA,NA,NA,1709.6,66,NA,NA,NA,66,7.9,NA,NA,NA,NA,7.9,5376.5,0,157.2,0,5533.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,151,NA,21.5,45,3.2,NA,NA,NA,0,NA,0,1.66,NA,"August",38.02222222,-121.8036111,1717.5,9205.1,14738.8,14746.7,13029.2,1.66,14740.46,14748.36,13030.86
1983,1983-08-30,"NZ080",8,2,19830802,1,NA,NA,10,"South",NA,146,NA,21.9,68,3,1585,6.937268132,NA,0,0,0,0,NA,NA,1844.9,NA,1844.9,0,0,NA,NA,0,0,NA,72.7,72.7,0,1427.1,NA,NA,NA,NA,NA,NA,NA,NA,1427.1,326.9,NA,NA,NA,326.9,6.5,NA,NA,NA,NA,6.5,3061.7,0,86.5,43.2,3191.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,146,NA,21.9,68,3,NA,NA,NA,0,NA,0,0.09,NA,"August",38.07333333,-121.6766667,1433.6,3272,6463.4,6469.9,5036.3,0.09,6463.49,6469.99,5036.39
1983,1983-08-30,"NZ086",8,2,19830802,1,NA,"D26",10,"South",NA,159,NA,22.1,73,1.8,1457,6.377034491,NA,0,0,0,0,NA,NA,2167.6,NA,2167.6,39.5,0,NA,NA,0,0,NA,395.2,434.7,0,599.8,NA,NA,NA,NA,NA,NA,NA,NA,599.8,335.9,NA,NA,NA,335.9,4.7,NA,NA,NA,NA,4.7,698.6,0,105.8,35.3,839.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,159,NA,22.1,73,1.8,NA,NA,NA,0,NA,0,1.02,NA,"August",38.07777778,-121.5702778,604.5,2806.9,3646.6,3651.3,3046.8,1.02,3647.62,3652.32,3047.82
1983,1983-08-30,"NZ092",8,2,19830802,1,NA,"P8",10,"South",NA,194,NA,22.4,41,7.1,1731,7.576284629,NA,0,0,0,0,NA,NA,0,NA,0,1663.1,0,NA,NA,0,0,NA,199.6,1862.7,9.9,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1014.5,NA,NA,NA,1014.5,0,NA,NA,NA,NA,0,23.8,0,29.7,663.3,716.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,194,NA,22.4,41,7.1,NA,NA,NA,0,NA,0,0.15,NA,"August",37.97833333,-121.3819444,0,1663.1,2379.9,2379.9,2379.9,0.15,2380.05,2380.05,2380.05
1983,1983-08-30,"NZM10",8,2,19830802,1,NA,"MD10A",10,"South",NA,252,NA,24.6,39,6.5,1772,7.755734467,NA,0,0,0,0,NA,NA,616.1,NA,616.1,0,0,NA,NA,0,0,NA,0,0,0,2369.2,NA,NA,NA,NA,NA,NA,NA,NA,2369.2,1667.9,NA,NA,NA,1667.9,49.6,NA,NA,NA,NA,49.6,4792.6,0,1083.1,180.5,6056.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,252,NA,24.6,39,6.5,NA,NA,NA,0,NA,0,0,NA,"August",38.04361111,-121.4263889,2418.8,2985.3,9041.5,9091.1,6672.3,0,9041.5,9091.1,6672.3
1983,1983-08-31,"NZ028",8,2,19830802,1,NA,"D7",10,"West",NA,954,NA,21.8,36,3.7,1638,7.169239874,NA,0,0,171.2,0,NA,NA,4475,NA,4646.2,0,0,NA,NA,0,0,NA,0,0,0,3556.9,NA,NA,NA,NA,NA,NA,NA,NA,3556.9,46.9,NA,NA,NA,46.9,27.9,NA,NA,NA,NA,27.9,2761.8,0,139.5,0,2901.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,954,NA,21.8,36,3.7,NA,NA,NA,0,NA,0,0.07,NA,"August",38.11722222,-122.0472222,3584.8,8203.1,11104.4,11132.3,7547.5,0.07,11104.47,11132.37,7547.57
1983,1983-08-31,"NZ032",8,2,19830802,1,NA,"NZ032",10,"West",NA,780,NA,22.1,20,4.6,1731,7.576284629,NA,0,0,0,0,NA,NA,26353.4,NA,26353.4,0,0,NA,NA,0,0,NA,0,0,39.6,4454.7,NA,NA,NA,NA,NA,NA,NA,NA,4454.7,0,NA,NA,NA,0,4,NA,NA,NA,NA,4,522.7,0,79.2,0,601.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,780,NA,22.1,20,4.6,NA,NA,NA,0,NA,0,2.85,NA,"August",38.17027778,-122.0208333,4458.7,30808.1,31410,31414,26955.3,2.85,31412.85,31416.85,26958.15
1983,1983-08-31,"NZS42",8,2,19830802,1,NA,"NZS42",10,"West",NA,1248,NA,22.3,16,5.1,1582,6.924137656,NA,0,0,0,0,NA,NA,8773.9,NA,8773.9,0,1.9,NA,NA,0,0,NA,0,1.9,86.7,801.5,NA,NA,NA,NA,NA,NA,NA,NA,801.5,0,NA,NA,NA,0,2.9,NA,NA,NA,NA,2.9,164.6,0,0,14.4,179.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"August",38.18055556,-122.0472222,804.4,9577.3,9756.3,9759.2,8954.8,NA,NA,NA,NA
1983,1983-09-01,"NZ042",8,2,19830802,1,NA,NA,10,"Far West",NA,6360,10600,21.4,44,3.3,1750,7.65944431,NA,1402.5,0,721,0,NA,NA,802.1,NA,2925.6,0,0,NA,NA,10.5,0,NA,0,10.5,104.4,1370.9,NA,NA,NA,NA,NA,NA,NA,NA,1370.9,0,NA,NA,NA,0,60.1,NA,NA,NA,NA,60.1,329,0,0,0,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,6360,10600,21.4,44,3.3,NA,NA,NA,0,NA,0,3.15,NA,"September",38.04916667,-122.0922222,1431,2894,3223,3283.1,1852.1,3.15,3226.15,3286.25,1855.25
1983,1983-09-01,"NZ048",8,2,19830802,1,NA,"D8",10,"West",NA,624,832,22.2,50,2.8,1698,7.431849393,NA,0,0,0,0,NA,NA,20436.2,NA,20436.2,0,0,NA,NA,0,0,NA,0,0,0,10899,NA,NA,NA,NA,NA,NA,NA,NA,10899,0,NA,NA,NA,0,13.5,NA,NA,NA,NA,13.5,1089.9,0,0,0,1089.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,624,832,22.2,50,2.8,NA,NA,NA,0,NA,0,5.47,NA,"September",38.06,-121.9958333,10912.5,31335.2,32425.1,32438.6,21526.1,5.47,32430.57,32444.07,21531.57
1983,1983-09-01,"NZ054",8,2,19830802,1,NA,"D10",10,"West",NA,160,NA,22,51,3.1,1741,7.620052882,NA,0,0,0,0,NA,NA,10189.7,NA,10189.7,0,0,NA,NA,0,0,NA,0,0,0,3001.9,NA,NA,NA,NA,NA,NA,NA,NA,3001.9,330.7,NA,NA,NA,330.7,23,NA,NA,NA,NA,23,2480.3,0,32.8,0,2513.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,160,NA,22,51,3.1,NA,NA,NA,0,NA,0,1.61,NA,"September",38.04583333,-121.9063889,3024.9,13191.6,15704.7,15727.7,12702.8,1.61,15706.31,15729.31,12704.41
1983,1983-09-01,"NZ060",8,2,19830802,1,NA,"D4",10,"West",NA,146,NA,22.2,57,4.1,1742,7.624429707,NA,0,0,0,0,NA,NA,2685.8,NA,2685.8,0,5.2,NA,NA,0,0,NA,0,5.2,0,1003.4,NA,NA,NA,NA,NA,NA,NA,NA,1003.4,198.3,NA,NA,NA,198.3,9.8,NA,NA,NA,NA,9.8,2502.5,0,19.7,39.3,2561.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,146,NA,22.2,57,4.1,NA,NA,NA,0,NA,0,0,NA,"September",38.06444444,-121.8288889,1013.2,3694.4,6255.9,6265.7,5252.5,0,6255.9,6265.7,5252.5
1983,1983-09-12,"NZD28",9,1,19830901,1,NA,"D28A",10,"South",NA,220,NA,22.9,48,NA,1473,6.447063696,NA,0,0,0,0,NA,NA,3176.3,NA,3176.3,0,16.5,NA,NA,0,0,NA,312.7,329.2,31,977.2,NA,NA,NA,NA,NA,NA,NA,NA,977.2,260.6,NA,NA,NA,260.6,15.5,NA,NA,NA,NA,15.5,3331.7,248.2,0,62,3642,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,220,NA,22.9,48,NA,NA,NA,NA,0,NA,0,0,NA,"September",37.98277778,-121.5772222,992.7,4170,7811.9,7827.4,6834.7,0,7811.9,7827.4,6834.7
1983,1983-09-14,"NZ042",9,1,19830901,1,NA,NA,10,"Far West",NA,5350,NA,22.9,42,NA,1930,8.447272867,NA,9537.8,0,944.3,0,NA,NA,242.4,NA,10724.5,0,0,NA,NA,133.3,0,NA,0,133.3,0,1029.9,NA,NA,NA,NA,NA,NA,NA,NA,1029.9,39.8,NA,NA,NA,39.8,26,NA,NA,NA,NA,26,213.1,0,0,23.7,236.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,5350,NA,22.9,42,NA,NA,NA,NA,0,NA,0,8.75,NA,"September",38.04916667,-122.0922222,1055.9,2216.6,2453.4,2479.4,1423.5,8.75,2462.15,2488.15,1432.25
1983,1983-09-14,"NZ048",9,1,19830901,1,NA,"D8",10,"West",NA,218,1040,23,54,NA,1752,7.66819796,NA,0,0,0,0,NA,NA,15489,NA,15489,175.3,6.9,NA,NA,0,0,NA,0,182.2,52.2,7433.3,NA,NA,NA,NA,NA,NA,NA,NA,7433.3,262.9,NA,NA,NA,262.9,15.6,NA,NA,NA,NA,15.6,1502.3,0,0,0,1502.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,218,1040,23,54,NA,NA,NA,NA,0,NA,0,8.84,NA,"September",38.06,-121.9958333,7448.9,23104.5,24606.8,24622.4,17173.5,8.84,24615.64,24631.24,17182.34
1983,1983-09-14,"NZ054",9,1,19830901,1,NA,"D10",10,"West",NA,173,NA,23.5,54,NA,1767,7.73385034,NA,0,0,0,0,NA,NA,22065.3,NA,22065.3,0,0,NA,NA,0,0,NA,173.8,173.8,0,2870.5,NA,NA,NA,NA,NA,NA,NA,NA,2870.5,0,NA,NA,NA,0,5.2,NA,NA,NA,NA,5.2,1272.3,0,0,0,1272.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,173,NA,23.5,54,NA,NA,NA,NA,0,NA,0,0.89,NA,"September",38.04583333,-121.9063889,2875.7,24935.8,26208.1,26213.3,23337.6,0.89,26208.99,26214.19,23338.49
1983,1983-09-14,"NZ060",9,1,19830901,1,NA,"D4",10,"West",NA,163,NA,23.8,78,NA,1750,7.65944431,NA,0,0,0,0,NA,NA,1470.5,NA,1470.5,0,0,NA,NA,0,0,NA,0,0,0,274.2,NA,NA,NA,NA,NA,NA,NA,NA,274.2,109.7,NA,NA,NA,109.7,5.2,NA,NA,NA,NA,5.2,2592.9,0,13.1,0,2605.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,163,NA,23.8,78,NA,NA,NA,NA,0,NA,0,0,NA,"September",38.06444444,-121.8288889,279.4,1744.7,4350.7,4355.9,4076.5,0,4350.7,4355.9,4076.5
1983,1983-09-19,"NZ074",9,1,19830901,1,NA,"D12",10,"West",NA,162,NA,21.4,70,3.4,1750,7.65944431,NA,0,0,0,0,NA,NA,5815,NA,5815,131.6,7.8,NA,NA,0,0,NA,0,139.4,0,2350,NA,NA,NA,NA,NA,NA,NA,NA,2350,230.3,NA,NA,NA,230.3,11.8,NA,NA,NA,NA,11.8,1316,0,0,0,1316,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,162,NA,21.4,70,3.4,NA,NA,NA,0,NA,0,0.26,NA,"September",38.02222222,-121.8036111,2361.8,8304.4,9620.4,9632.2,7270.4,0.26,9620.66,9632.46,7270.66
1983,1983-09-19,"NZ080",9,1,19830901,1,NA,NA,10,"South",NA,159,NA,21.4,74,2.3,1652,7.230515428,NA,0,0,0,0,NA,NA,1132.9,NA,1132.9,0,2.8,NA,NA,0,0,NA,209.1,211.9,0,560.1,NA,NA,NA,NA,NA,NA,NA,NA,560.1,348.5,NA,NA,NA,348.5,2.1,NA,NA,NA,NA,2.1,1792.4,83,124.5,0,1999.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,159,NA,21.4,74,2.3,NA,NA,NA,0,NA,0,0.17,NA,"September",38.07333333,-121.6766667,562.2,1695.8,3695.7,3697.8,3135.6,0.17,3695.87,3697.97,3135.77
1983,1983-09-19,"NZ086",9,1,19830901,1,NA,"D26",10,"South",NA,175,NA,21.9,70,1.9,1826,7.992083034,NA,0,0,0,0,NA,NA,896.8,NA,896.8,0,0,NA,NA,0,0,NA,252.2,252.2,0,506.8,NA,NA,NA,NA,NA,NA,NA,NA,506.8,662.2,NA,NA,NA,662.2,5.6,NA,NA,NA,NA,5.6,1745.5,0,262.8,0,2008.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,175,NA,21.9,70,1.9,NA,NA,NA,0,NA,0,0.02,NA,"September",38.07777778,-121.5702778,512.4,1403.6,3411.9,3417.5,2905.1,0.02,3411.92,3417.52,2905.12
1983,1983-09-19,"NZ092",9,1,19830901,1,NA,"P8",10,"South",NA,150,NA,21.3,39,5.5,1778,7.781995419,NA,0,10.3,0,0,NA,NA,8.8,NA,19.1,43.2,0,NA,NA,0,0,NA,371.3,414.5,5.1,77.1,NA,NA,NA,NA,NA,NA,NA,NA,77.1,595.8,NA,NA,NA,595.8,0.5,NA,NA,NA,NA,0.5,29.3,0,10.3,64.3,103.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,150,NA,21.3,39,5.5,NA,NA,NA,0,NA,0,0.37,NA,"September",37.97833333,-121.3819444,77.6,129.1,233,233.5,155.9,0.37,233.37,233.87,156.27
1983,1983-09-19,"NZM10",9,1,19830901,1,NA,"MD10A",10,"South",NA,210,NA,23.7,41,8.2,1675,7.331182411,NA,0,0,0,0,NA,NA,814.7,NA,814.7,0,4.5,NA,NA,0,0,NA,0,4.5,34.1,1790.3,NA,NA,NA,NA,NA,NA,NA,NA,1790.3,1031.2,NA,NA,NA,1031.2,81.8,NA,NA,NA,NA,81.8,4787.8,0,682,68.2,5538,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,210,NA,23.7,41,8.2,NA,NA,NA,0,NA,0,0,NA,"September",38.04361111,-121.4263889,1872.1,2609.5,8147.5,8229.3,6357.2,0,8147.5,8229.3,6357.2
1983,1983-09-20,"NZ032",9,1,19830901,1,NA,"NZ032",10,"West",NA,842,NA,21.5,22,8.8,1719,7.523762725,NA,0,0,0,0,NA,NA,31119,NA,31119,0,185.6,NA,NA,0,0,NA,0,185.6,279.1,10885.5,NA,NA,NA,NA,NA,NA,NA,NA,10885.5,312.6,NA,NA,NA,312.6,46.5,NA,NA,NA,NA,46.5,3907.6,0,186.1,0,4093.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,842,NA,21.5,22,8.8,NA,NA,NA,0,NA,0,3.24,NA,"September",38.17027778,-122.0208333,10932,42190.1,46283.8,46330.3,35398.3,3.24,46287.04,46333.54,35401.54
1983,1983-09-20,"NZS42",9,1,19830901,1,NA,"NZS42",10,"West",NA,1060,NA,21.4,16,8.1,1700,7.440603044,NA,0,0,0,0,NA,NA,13181.9,NA,13181.9,107.2,38.2,NA,NA,154,16,NA,0,315.4,255.4,2202.4,NA,NA,NA,NA,NA,NA,NA,NA,2202.4,214.5,NA,NA,NA,214.5,3.2,NA,NA,NA,NA,3.2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1060,NA,21.4,16,8.1,NA,NA,NA,0,NA,0,0.34,NA,"September",38.18055556,-122.0472222,2205.6,15529.7,15529.7,15532.9,13327.3,0.34,15530.04,15533.24,13327.64
